ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost,TotalCost,Cost_per_TonKm,Fuel_Percentage,FuelPrice
558,14-10-2024,Mumbai,Bangalore,Mumbai-Bangalore,2003,9,Road,SpiceJetCargo,36054,12618,2243,50915,2.824374549,24.7824806,122.28
2399,14-10-2024,Bangalore,Hyderabad,Bangalore-Hyderabad,1182,23,Air,BlueDart,108744,48934,5995,163673,6.020488487,29.89741741,122.28
1380,14-10-2024,Chennai,Bangalore,Chennai-Bangalore,2050,10,Air,VRLLogistics,82000,36900,2417,121317,5.917902439,30.4161824,122.28
4730,14-10-2024,Bangalore,Hyderabad,Bangalore-Hyderabad,510,13,Rail,VRLLogistics,9945,2486,328,12759,1.924434389,19.4842856,122.28
1311,14-10-2024,Delhi,Bangalore,Delhi-Bangalore,1287,7,Rail,IndigoCargo,13513,3378,518,17409,1.932400932,19.40375668,122.28
3225,15-10-2024,Pune,Mumbai,Pune-Mumbai,824,17,Air,IndianRail,56032,25214,3764,85010,6.068675043,29.66004,122.28
4486,15-10-2024,Kolkata,Chennai,Kolkata-Chennai,2442,28,Rail,IndianRail,102564,25641,6771,134976,1.974025974,18.99671053,122.28
654,15-10-2024,Bangalore,Chennai,Bangalore-Chennai,2010,12,Road,IndigoCargo,48240,16884,3040,68164,2.826036484,24.76967314,122.28
1390,15-10-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1245,21,Road,VRLLogistics,52290,18301,1905,72496,2.772843756,25.2441514,122.28
2897,15-10-2024,Delhi,Ahmedabad,Delhi-Ahmedabad,1492,20,Rail,IndigoCargo,44760,11190,1020,56970,1.909182306,19.6419168,122.28
2294,15-10-2024,Kolkata,Hyderabad,Kolkata-Hyderabad,1943,27,Air,DHL,209844,94429,10651,314924,6.003011761,29.98469472,122.28
762,16-10-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1287,25,Rail,IndigoCargo,48262,12065,2107,62434,1.94045066,19.32440657,122.28
4133,16-10-2024,Pune,Kolkata,Pune-Kolkata,2382,11,Air,VRLLogistics,104808,47163,4696,156667,5.979200061,30.1039785,122.28
569,16-10-2024,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1214,21,Road,IndianRail,50988,17845,1838,70671,2.772064015,25.25081009,122.28
4361,16-10-2024,Pune,Bangalore,Pune-Bangalore,1142,28,Rail,DHL,47964,11991,2907,62862,1.965911934,19.07511692,122.28
1601,16-10-2024,Mumbai,Delhi,Mumbai-Delhi,2253,18,Air,VRLLogistics,162216,72997,4098,239311,5.90104552,30.50298565,122.28
324,16-10-2024,Hyderabad,Mumbai,Hyderabad-Mumbai,660,26,Rail,SpiceJetCargo,25740,6435,979,33154,1.932051282,19.40942269,122.28
1755,16-10-2024,Delhi,Bangalore,Delhi-Bangalore,2117,20,Air,SpiceJetCargo,169360,76212,8365,253937,5.997567312,30.01216837,122.28
3148,16-10-2024,Mumbai,Pune,Mumbai-Pune,2455,20,Air,SpiceJetCargo,196400,88380,10838,295618,6.020733198,29.896691,122.28
1483,16-10-2024,Bangalore,Pune,Bangalore-Pune,1125,25,Air,IndianRail,112500,50625,6553,169678,6.032995556,29.83592452,122.28
4212,17-10-2024,Delhi,Kolkata,Delhi-Kolkata,2133,19,Road,VRLLogistics,81054,28368,4667,114089,2.815135589,24.86479853,122.28
1120,17-10-2024,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1461,19,Road,SpiceJetCargo,55518,19431,1629,76578,2.758672863,25.37412834,122.28
2562,17-10-2024,Chennai,Hyderabad,Chennai-Hyderabad,1152,23,Rail,DHL,39744,9936,2835,52515,1.981997283,18.92030848,122.28
55,17-10-2024,Pune,Kolkata,Pune-Kolkata,649,28,Air,BlueDart,72688,32709,3644,109041,6.000495267,29.99697362,122.28
2129,17-10-2024,Bangalore,Hyderabad,Bangalore-Hyderabad,1288,28,Road,IndigoCargo,72128,25244,1823,99195,2.750526841,25.44886335,122.28
1679,17-10-2024,Chennai,Kolkata,Chennai-Kolkata,2171,11,Rail,DHL,35821,8955,2419,47195,1.976257276,18.97446763,122.28
3694,18-10-2024,Pune,Delhi,Pune-Delhi,958,19,Road,DHL,36404,12741,1020,50165,2.756015822,25.39818599,122.28
4608,18-10-2024,Pune,Kolkata,Pune-Kolkata,1829,25,Air,VRLLogistics,182900,82305,5257,270462,5.914969929,30.43126206,122.28
239,18-10-2024,Mumbai,Bangalore,Mumbai-Bangalore,2398,14,Rail,SpiceJetCargo,50358,12589,2887,65834,1.960979388,19.122338,122.28
2260,18-10-2024,Bangalore,Pune,Bangalore-Pune,1849,24,Road,BlueDart,88752,31063,4325,124140,2.797458085,25.02255518,122.28
1654,18-10-2024,Bangalore,Kolkata,Bangalore-Kolkata,2234,17,Rail,VRLLogistics,56967,14241,2659,73867,1.94499447,19.27924513,122.28
2227,18-10-2024,Delhi,Hyderabad,Delhi-Hyderabad,1814,21,Air,DHL,152376,68569,4718,225663,5.923846275,30.38557495,122.28
3889,19-10-2024,Hyderabad,Mumbai,Hyderabad-Mumbai,761,25,Air,VRLLogistics,76100,34245,5444,115789,6.086149803,29.57534826,122.28
4844,19-10-2024,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2292,12,Air,IndigoCargo,110016,49507,3690,163213,5.934155032,30.33275536,122.28
2741,19-10-2024,Hyderabad,Delhi,Hyderabad-Delhi,1813,22,Air,IndigoCargo,159544,71794,3728,235066,5.893446322,30.54206053,122.28
3441,19-10-2024,Hyderabad,Chennai,Hyderabad-Chennai,423,26,Rail,IndigoCargo,16497,4124,836,21457,1.950991089,19.21983502,122.28
2873,19-10-2024,Bangalore,Delhi,Bangalore-Delhi,365,20,Rail,IndianRail,10950,2737,366,14053,1.925068493,19.47626841,122.28
1218,19-10-2024,Kolkata,Bangalore,Kolkata-Bangalore,2113,18,Road,SpiceJetCargo,76068,26623,4087,106778,2.807435452,24.93303864,122.28
209,19-10-2024,Mumbai,Chennai,Mumbai-Chennai,1619,15,Air,BlueDart,97140,43713,6692,147545,6.075561046,29.62689349,122.28
3397,19-10-2024,Delhi,Pune,Delhi-Pune,1166,20,Road,IndigoCargo,46640,16323,1186,64149,2.750814751,25.44544732,122.28
3057,20-10-2024,Delhi,Chennai,Delhi-Chennai,670,27,Road,IndigoCargo,36180,12663,2520,51363,2.839303483,24.65393377,122.28
2986,20-10-2024,Chennai,Hyderabad,Chennai-Hyderabad,1630,10,Rail,IndigoCargo,24450,6112,1434,31996,1.962944785,19.1023878,122.28
4500,20-10-2024,Kolkata,Delhi,Kolkata-Delhi,2107,24,Air,SpiceJetCargo,202272,91022,8166,301460,5.961477614,30.19372388,122.28
3605,20-10-2024,Delhi,Mumbai,Delhi-Mumbai,2226,11,Road,IndianRail,48972,17140,1670,67782,2.76819407,25.28694934,122.28
2268,20-10-2024,Delhi,Bangalore,Delhi-Bangalore,1564,6,Air,IndigoCargo,37536,16891,1314,55741,5.940004263,30.30264976,122.28
4597,20-10-2024,Pune,Ahmedabad,Pune-Ahmedabad,1395,5,Road,SpiceJetCargo,13950,4882,664,19496,2.795125448,25.04103406,122.28
305,20-10-2024,Ahmedabad,Delhi,Ahmedabad-Delhi,1093,14,Rail,IndianRail,22953,5738,1282,29973,1.95876356,19.14389617,122.28
2686,21-10-2024,Chennai,Hyderabad,Chennai-Hyderabad,1268,22,Road,DHL,55792,19527,2466,77785,2.788392601,25.10381179,121.11
552,21-10-2024,Mumbai,Bangalore,Mumbai-Bangalore,515,11,Air,IndianRail,22660,10197,1482,34339,6.061606355,29.69509887,121.11
444,21-10-2024,Mumbai,Ahmedabad,Mumbai-Ahmedabad,587,26,Road,VRLLogistics,30524,10683,1341,42548,2.787839077,25.10811319,121.11
4504,21-10-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1331,19,Road,DHL,50578,17702,3521,71801,2.839218633,24.65425273,121.11
2261,21-10-2024,Chennai,Pune,Chennai-Pune,403,17,Air,SpiceJetCargo,27404,12331,613,40348,5.889359218,30.56161396,121.11
2611,21-10-2024,Bangalore,Chennai,Bangalore-Chennai,554,18,Road,IndianRail,19944,6980,1190,28114,2.819294023,24.82748808,121.11
3722,22-10-2024,Delhi,Ahmedabad,Delhi-Ahmedabad,1510,21,Road,VRLLogistics,63420,22197,2475,88092,2.778051088,25.19752077,121.11
3050,22-10-2024,Kolkata,Pune,Kolkata-Pune,1011,6,Road,IndigoCargo,12132,4246,495,16873,2.781569403,25.16446394,121.11
1580,22-10-2024,Delhi,Hyderabad,Delhi-Hyderabad,873,5,Road,BlueDart,8730,3055,245,12030,2.756013746,25.39484622,121.11
1932,22-10-2024,Chennai,Bangalore,Chennai-Bangalore,1274,30,Air,BlueDart,152880,68796,9094,230770,6.037938252,29.81150063,121.11
2580,22-10-2024,Hyderabad,Bangalore,Hyderabad-Bangalore,1386,21,Rail,VRLLogistics,43659,10914,3123,57696,1.982271697,18.91638935,121.11
4192,22-10-2024,Pune,Mumbai,Pune-Mumbai,620,25,Rail,SpiceJetCargo,23250,5812,846,29908,1.929548387,19.43292764,121.11
1711,23-10-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1182,7,Air,SpiceJetCargo,33096,14893,1212,49201,5.946458787,30.26970997,121.11
515,23-10-2024,Pune,Hyderabad,Pune-Hyderabad,1035,23,Road,IndianRail,47610,16663,1036,65309,2.743499265,25.51409454,121.11
4964,23-10-2024,Hyderabad,Kolkata,Hyderabad-Kolkata,2237,10,Rail,DHL,33555,8388,1964,43907,1.962762629,19.10401531,121.11
258,23-10-2024,Mumbai,Pune,Mumbai-Pune,785,25,Road,BlueDart,39250,13737,2667,55654,2.835872611,24.68286197,121.11
3210,23-10-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1274,22,Road,VRLLogistics,56056,19619,3968,79643,2.841551306,24.63367779,121.11
183,23-10-2024,Bangalore,Hyderabad,Bangalore-Hyderabad,2007,12,Road,SpiceJetCargo,48168,16858,2556,67582,2.806095333,24.94451185,121.11
3861,24-10-2024,Hyderabad,Chennai,Hyderabad-Chennai,513,20,Rail,IndianRail,15390,3847,802,20039,1.953118908,19.19756475,121.11
469,24-10-2024,Ahmedabad,Pune,Ahmedabad-Pune,570,23,Road,IndianRail,26220,9177,853,36250,2.765064836,25.31586207,121.11
4901,24-10-2024,Ahmedabad,Pune,Ahmedabad-Pune,674,15,Road,DHL,20220,7077,756,28053,2.774777448,25.22724842,121.11
1118,24-10-2024,Chennai,Pune,Chennai-Pune,1279,17,Air,VRLLogistics,86972,39137,3874,129983,5.978153889,30.10932199,121.11
3610,24-10-2024,Chennai,Hyderabad,Chennai-Hyderabad,2339,15,Rail,IndianRail,52627,13156,2522,68305,1.94684338,19.26066906,121.11
1862,24-10-2024,Ahmedabad,Chennai,Ahmedabad-Chennai,627,29,Air,SpiceJetCargo,72732,32729,3395,108856,5.986690865,30.06632616,121.11
3312,24-10-2024,Pune,Kolkata,Pune-Kolkata,343,12,Rail,BlueDart,6174,1543,291,8008,1.945578231,19.26823177,121.11
3644,25-10-2024,Delhi,Pune,Delhi-Pune,462,11,Rail,DHL,7623,1905,446,9974,1.962613144,19.09965911,121.11
3096,25-10-2024,Kolkata,Pune,Kolkata-Pune,1509,13,Road,DHL,39234,13731,1792,54757,2.791303461,25.07624596,121.11
2031,25-10-2024,Ahmedabad,Kolkata,Ahmedabad-Kolkata,2180,13,Rail,IndianRail,42510,10627,1530,54667,1.928969654,19.43951561,121.11
1312,25-10-2024,Pune,Hyderabad,Pune-Hyderabad,1188,23,Road,SpiceJetCargo,54648,19126,1913,75687,2.769982433,25.2698614,121.11
2924,25-10-2024,Delhi,Chennai,Delhi-Chennai,2459,6,Rail,DHL,22131,5532,1205,28868,1.956621933,19.16308716,121.11
3866,25-10-2024,Hyderabad,Kolkata,Hyderabad-Kolkata,622,26,Road,BlueDart,32344,11320,1963,45627,2.821357903,24.80987135,121.11
2483,25-10-2024,Pune,Ahmedabad,Pune-Ahmedabad,2098,16,Rail,SpiceJetCargo,50352,12588,2384,65324,1.946020019,19.27009981,121.11
2228,26-10-2024,Kolkata,Mumbai,Kolkata-Mumbai,2438,13,Rail,DHL,47541,11885,3016,62442,1.970152079,19.03366324,121.11
4381,26-10-2024,Ahmedabad,Chennai,Ahmedabad-Chennai,1654,10,Road,IndigoCargo,33080,11578,1208,45866,2.773035067,25.24309946,121.11
3697,26-10-2024,Hyderabad,Chennai,Hyderabad-Chennai,327,16,Rail,BlueDart,7848,1962,327,10137,1.9375,19.35483871,121.11
2902,26-10-2024,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1224,19,Road,DHL,46512,16279,2850,65641,2.82254042,24.80004875,121.11
4376,26-10-2024,Chennai,Ahmedabad,Chennai-Ahmedabad,1154,13,Rail,SpiceJetCargo,22503,5625,1052,29180,1.94507399,19.27690199,121.11
597,26-10-2024,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1825,23,Air,IndianRail,167900,75555,6036,249491,5.943799881,30.28365753,121.11
1535,26-10-2024,Chennai,Kolkata,Chennai-Kolkata,2052,16,Road,BlueDart,65664,22982,1393,90039,2.742415936,25.52449494,121.11
1832,26-10-2024,Chennai,Ahmedabad,Chennai-Ahmedabad,2230,21,Road,BlueDart,93660,32781,5517,131958,2.817809097,24.84199518,121.11
656,27-10-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,2049,19,Road,VRLLogistics,77862,27251,2229,107342,2.757237163,25.38708055,121.11
1598,27-10-2024,Ahmedabad,Kolkata,Ahmedabad-Kolkata,595,24,Air,IndigoCargo,57120,25704,3246,86070,6.027310924,29.86406413,121.11
1422,27-10-2024,Chennai,Bangalore,Chennai-Bangalore,2065,7,Road,IndianRail,28910,10118,864,39892,2.759737115,25.3634814,121.11
399,27-10-2024,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,407,17,Rail,DHL,10378,2594,627,13599,1.965457436,19.07493198,121.11
3898,27-10-2024,Kolkata,Pune,Kolkata-Pune,938,18,Air,IndianRail,67536,30391,3756,101683,6.022447287,29.88798521,121.11
1675,27-10-2024,Bangalore,Pune,Bangalore-Pune,2390,14,Air,SpiceJetCargo,133840,60228,3965,198033,5.918499701,30.41311297,121.11
2312,27-10-2024,Ahmedabad,Pune,Ahmedabad-Pune,1493,28,Road,IndigoCargo,83608,29262,6270,119140,2.84996651,24.56102065,121.11
962,27-10-2024,Kolkata,Pune,Kolkata-Pune,1619,30,Rail,IndianRail,72855,18213,5041,96109,1.978772905,18.95035845,121.11
3716,28-10-2024,Mumbai,Hyderabad,Mumbai-Hyderabad,990,24,Rail,BlueDart,35640,8910,1632,46182,1.943686869,19.29323113,120.73
3546,28-10-2024,Bangalore,Kolkata,Bangalore-Kolkata,749,19,Air,IndianRail,56924,25615,1262,83801,5.888623428,30.56646102,120.73
4247,28-10-2024,Kolkata,Pune,Kolkata-Pune,340,25,Rail,IndigoCargo,12750,3187,643,16580,1.950588235,19.22195416,120.73
785,28-10-2024,Chennai,Mumbai,Chennai-Mumbai,1130,8,Road,VRLLogistics,18080,6328,748,25156,2.782743363,25.1550326,120.73
4346,28-10-2024,Bangalore,Ahmedabad,Bangalore-Ahmedabad,2012,28,Road,BlueDart,112672,39435,8531,160638,2.851427151,24.54898592,120.73
3488,28-10-2024,Pune,Delhi,Pune-Delhi,1992,12,Rail,IndigoCargo,35856,8964,2505,47325,1.979794177,18.94136292,120.73
1861,29-10-2024,Hyderabad,Pune,Hyderabad-Pune,1273,24,Road,DHL,61104,21386,2497,84987,2.781716418,25.16384859,120.73
715,29-10-2024,Pune,Chennai,Pune-Chennai,1415,19,Air,IndianRail,107540,48393,5681,161614,6.01130742,29.94356925,120.73
3002,29-10-2024,Delhi,Pune,Delhi-Pune,777,23,Road,IndianRail,35742,12509,1785,50036,2.799843322,25,120.73
4085,29-10-2024,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1421,25,Air,IndianRail,142100,63945,5651,211696,5.959071077,30.20605019,120.73
4749,29-10-2024,Mumbai,Delhi,Mumbai-Delhi,1473,18,Road,IndigoCargo,53028,18559,2096,73683,2.779022403,25.18762808,120.73
3784,29-10-2024,Pune,Delhi,Pune-Delhi,849,8,Air,DHL,27168,12225,1126,40519,5.965694935,30.17103087,120.73
2133,29-10-2024,Delhi,Pune,Delhi-Pune,1204,23,Air,DHL,110768,49845,5317,165930,5.991983244,30.03977581,120.73
3998,29-10-2024,Chennai,Hyderabad,Chennai-Hyderabad,1882,23,Road,VRLLogistics,86572,30300,2586,119458,2.759737559,25.36456328,120.73
929,29-10-2024,Kolkata,Hyderabad,Kolkata-Hyderabad,865,24,Rail,SpiceJetCargo,31140,7785,1966,40891,1.969701349,19.03841921,120.73
3925,29-10-2024,Mumbai,Pune,Mumbai-Pune,823,13,Road,IndianRail,21398,7489,758,29645,2.770819703,25.2622702,120.73
1307,29-10-2024,Pune,Mumbai,Pune-Mumbai,1083,16,Rail,IndigoCargo,25992,6498,1492,33982,1.961103416,19.12188806,120.73
296,30-10-2024,Delhi,Pune,Delhi-Pune,1665,24,Rail,IndianRail,59940,14985,4133,79058,1.978428428,18.95443851,120.73
2155,30-10-2024,Ahmedabad,Pune,Ahmedabad-Pune,1906,6,Air,SpiceJetCargo,45744,20584,1195,67523,5.904424624,30.48442753,120.73
3010,30-10-2024,Bangalore,Chennai,Bangalore-Chennai,1120,8,Air,SpiceJetCargo,35840,16128,724,52692,5.880803571,30.60806194,120.73
2431,30-10-2024,Kolkata,Hyderabad,Kolkata-Hyderabad,618,29,Air,BlueDart,71688,32259,4143,108090,6.031134918,29.84457397,120.73
3245,30-10-2024,Delhi,Chennai,Delhi-Chennai,2070,21,Air,IndigoCargo,173880,78246,8657,260783,5.999148838,30.00425641,120.73
3326,30-10-2024,Hyderabad,Chennai,Hyderabad-Chennai,1962,29,Air,IndianRail,227592,102416,8359,338367,5.946904988,30.26772705,120.73
2958,30-10-2024,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1569,15,Road,SpiceJetCargo,47070,16474,2221,65765,2.794348842,25.04979853,120.73
1461,30-10-2024,Hyderabad,Delhi,Hyderabad-Delhi,1091,11,Air,DHL,48004,21601,3028,72633,6.052245646,29.73992538,120.73
1926,30-10-2024,Delhi,Ahmedabad,Delhi-Ahmedabad,2470,8,Road,IndianRail,39520,13832,3037,56389,2.853694332,24.52960684,120.73
415,30-10-2024,Chennai,Bangalore,Chennai-Bangalore,953,22,Road,IndianRail,41932,14676,1273,57881,2.760707813,25.35547071,120.73
312,30-10-2024,Ahmedabad,Pune,Ahmedabad-Pune,540,8,Air,IndianRail,17280,7776,877,25933,6.003009259,29.98496125,120.73
1881,31-10-2024,Kolkata,Hyderabad,Kolkata-Hyderabad,1884,13,Rail,IndianRail,36738,9184,2519,48441,1.977829495,18.95914618,120.73
1205,31-10-2024,Mumbai,Ahmedabad,Mumbai-Ahmedabad,847,8,Air,IndianRail,27104,12196,1953,41253,6.088105077,29.5639105,120.73
3387,31-10-2024,Mumbai,Chennai,Mumbai-Chennai,2125,16,Air,DHL,136000,61200,8201,205401,6.041205882,29.79537587,120.73
4934,31-10-2024,Mumbai,Ahmedabad,Mumbai-Ahmedabad,2265,11,Air,SpiceJetCargo,99660,44847,7619,152126,6.105799719,29.48016776,120.73
3460,31-10-2024,Hyderabad,Delhi,Hyderabad-Delhi,334,29,Rail,SpiceJetCargo,14529,3632,335,18496,1.90956019,19.6366782,120.73
3878,31-10-2024,Delhi,Mumbai,Delhi-Mumbai,1948,13,Air,DHL,101296,45583,5842,152721,6.030682357,29.84723777,120.73
169,31-10-2024,Delhi,Kolkata,Delhi-Kolkata,310,10,Air,IndianRail,12400,5580,828,18808,6.067096774,29.66822629,120.73
1001,31-10-2024,Bangalore,Mumbai,Bangalore-Mumbai,1683,28,Air,IndianRail,188496,84823,13481,286800,6.086070792,29.57566248,120.73
3339,31-10-2024,Kolkata,Mumbai,Kolkata-Mumbai,1432,5,Air,IndianRail,28640,12888,1078,42606,5.950558659,30.24926067,120.73
3324,31-10-2024,Mumbai,Delhi,Mumbai-Delhi,1573,10,Road,SpiceJetCargo,31460,11011,827,43298,2.752574698,25.43073583,120.73
136,31-10-2024,Pune,Delhi,Pune-Delhi,1847,13,Road,SpiceJetCargo,48022,16807,2742,67571,2.814168506,24.87309645,120.73
2002,31-10-2024,Ahmedabad,Bangalore,Ahmedabad-Bangalore,645,15,Road,SpiceJetCargo,19350,6772,917,27039,2.794728682,25.04530493,120.73
3145,01-11-2024,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,710,17,Road,SpiceJetCargo,24140,8449,1317,33906,2.809113505,24.91889341,120.73
1617,01-11-2024,Chennai,Bangalore,Chennai-Bangalore,841,24,Air,DHL,80736,36331,4930,121997,6.044242965,29.7802405,120.73
4869,01-11-2024,Pune,Bangalore,Pune-Bangalore,1505,18,Road,VRLLogistics,54180,18963,2275,75418,2.783979328,25.14386486,120.73
1252,01-11-2024,Hyderabad,Mumbai,Hyderabad-Mumbai,791,24,Road,IndianRail,37968,13288,969,52225,2.751000843,25.44375299,120.73
2188,01-11-2024,Delhi,Kolkata,Delhi-Kolkata,2358,23,Road,IndianRail,108468,37963,3251,149682,2.759929196,25.36243503,120.73
540,01-11-2024,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1032,24,Air,IndigoCargo,99072,44582,4984,148638,6.00121124,29.99367591,120.73
4972,02-11-2024,Kolkata,Pune,Kolkata-Pune,892,7,Road,IndianRail,12488,4370,711,17569,2.813741192,24.87335648,120.73
3822,02-11-2024,Ahmedabad,Mumbai,Ahmedabad-Mumbai,2395,12,Rail,VRLLogistics,43110,10777,2576,56463,1.964613779,19.08683563,120.73
3263,02-11-2024,Delhi,Ahmedabad,Delhi-Ahmedabad,627,22,Road,IndianRail,27588,9655,2198,39441,2.859286646,24.47960244,120.73
910,02-11-2024,Delhi,Mumbai,Delhi-Mumbai,1908,5,Road,SpiceJetCargo,19080,6678,489,26247,2.751257862,25.44290776,120.73
1079,02-11-2024,Chennai,Pune,Chennai-Pune,747,17,Road,IndianRail,25398,8889,1013,35300,2.779746437,25.18130312,120.73
3922,02-11-2024,Delhi,Mumbai,Delhi-Mumbai,1412,19,Air,VRLLogistics,107312,48290,3147,158749,5.917287908,30.41908925,120.73
3601,02-11-2024,Hyderabad,Bangalore,Hyderabad-Bangalore,1183,23,Rail,IndigoCargo,40813,10203,1661,52677,1.936013819,19.36898457,120.73
313,02-11-2024,Delhi,Hyderabad,Delhi-Hyderabad,1423,5,Road,VRLLogistics,14230,4980,777,19987,2.809135629,24.91619553,120.73
1630,02-11-2024,Delhi,Kolkata,Delhi-Kolkata,564,24,Air,SpiceJetCargo,54144,24364,1122,79630,5.882830969,30.59650885,120.73
3802,02-11-2024,Kolkata,Bangalore,Kolkata-Bangalore,691,25,Road,DHL,34550,12092,2335,48977,2.835137482,24.6891398,120.73
4494,03-11-2024,Pune,Bangalore,Pune-Bangalore,704,15,Rail,SpiceJetCargo,15840,3960,1170,20970,1.985795455,18.88412017,120.73
138,03-11-2024,Pune,Delhi,Pune-Delhi,1772,29,Air,IndianRail,205552,92498,8873,306923,5.972658987,30.13720054,120.73
3351,03-11-2024,Delhi,Hyderabad,Delhi-Hyderabad,1677,21,Rail,VRLLogistics,52825,13206,2942,68973,1.958514354,19.14662259,120.73
3400,03-11-2024,Ahmedabad,Pune,Ahmedabad-Pune,400,25,Air,VRLLogistics,40000,18000,1506,59506,5.9506,30.24905052,120.73
1430,03-11-2024,Bangalore,Mumbai,Bangalore-Mumbai,804,10,Road,IndianRail,16080,5628,540,22248,2.767164179,25.29665588,120.73
2547,03-11-2024,Chennai,Bangalore,Chennai-Bangalore,2097,21,Road,SpiceJetCargo,88074,30825,3437,122336,2.778027568,25.19699843,120.73
3195,03-11-2024,Chennai,Delhi,Chennai-Delhi,2390,23,Road,VRLLogistics,109940,38479,6860,155279,2.824795343,24.78055629,120.73
4537,03-11-2024,Chennai,Mumbai,Chennai-Mumbai,1319,26,Road,IndigoCargo,68588,24005,2788,95381,2.781273692,25.16748619,120.73
2134,03-11-2024,Hyderabad,Delhi,Hyderabad-Delhi,2400,10,Road,VRLLogistics,48000,16800,2428,67228,2.801166667,24.98958767,120.73
4290,04-11-2024,Chennai,Ahmedabad,Chennai-Ahmedabad,490,30,Road,IndianRail,29400,10290,1476,41166,2.800408163,24.99635622,119.63
3004,04-11-2024,Chennai,Delhi,Chennai-Delhi,1105,5,Rail,IndianRail,8287,2071,511,10869,1.967239819,19.05419082,119.63
4685,04-11-2024,Pune,Bangalore,Pune-Bangalore,1006,16,Air,DHL,64384,28972,2097,95453,5.930231113,30.35211046,119.63
559,04-11-2024,Bangalore,Kolkata,Bangalore-Kolkata,1207,27,Road,IndigoCargo,65178,22812,5112,93102,2.85685354,24.50215892,119.63
572,04-11-2024,Mumbai,Kolkata,Mumbai-Kolkata,2172,5,Road,IndianRail,21720,7601,842,30163,2.777440147,25.19974804,119.63
1913,04-11-2024,Mumbai,Hyderabad,Mumbai-Hyderabad,1238,10,Rail,VRLLogistics,18570,4642,1443,24655,1.991518578,18.82782397,119.63
2017,04-11-2024,Chennai,Mumbai,Chennai-Mumbai,1219,5,Air,SpiceJetCargo,24380,10971,668,36019,5.909598031,30.45892446,119.63
4531,04-11-2024,Delhi,Mumbai,Delhi-Mumbai,639,29,Air,DHL,74124,33355,4942,112421,6.066645081,29.66972363,119.63
2152,04-11-2024,Chennai,Pune,Chennai-Pune,1966,21,Road,VRLLogistics,82572,28900,3314,114786,2.780264496,25.17728643,119.63
1284,04-11-2024,Chennai,Hyderabad,Chennai-Hyderabad,915,25,Road,IndianRail,45750,16012,3273,65035,2.843060109,24.62058891,119.63
4180,04-11-2024,Mumbai,Bangalore,Mumbai-Bangalore,877,30,Air,BlueDart,105240,47358,2530,155128,5.896161155,30.52833789,119.63
432,05-11-2024,Hyderabad,Mumbai,Hyderabad-Mumbai,2009,25,Rail,SpiceJetCargo,75337,18834,2548,96719,1.925714286,19.47290605,119.63
4025,05-11-2024,Kolkata,Hyderabad,Kolkata-Hyderabad,1313,22,Rail,IndianRail,43329,10832,2551,56712,1.963304023,19.10001411,119.63
4539,05-11-2024,Mumbai,Hyderabad,Mumbai-Hyderabad,1876,14,Road,IndigoCargo,52528,18384,2122,73034,2.780764545,25.17183777,119.63
213,05-11-2024,Chennai,Kolkata,Chennai-Kolkata,2231,10,Air,IndianRail,89240,40158,4355,133753,5.995203944,30.02399946,119.63
2390,05-11-2024,Pune,Chennai,Pune-Chennai,633,5,Air,VRLLogistics,12660,5697,416,18773,5.931437599,30.34677462,119.63
4638,05-11-2024,Chennai,Bangalore,Chennai-Bangalore,2099,18,Air,IndianRail,151128,68007,11922,231057,6.115531205,29.43299705,119.63
4511,05-11-2024,Delhi,Pune,Delhi-Pune,874,24,Rail,SpiceJetCargo,31464,7866,1270,40600,1.935545385,19.37438424,119.63
731,05-11-2024,Chennai,Mumbai,Chennai-Mumbai,440,11,Rail,SpiceJetCargo,7260,1815,529,9604,1.984297521,18.89837568,119.63
1372,05-11-2024,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1498,30,Rail,BlueDart,67410,16852,3379,87641,1.950178015,19.22844331,119.63
3738,05-11-2024,Hyderabad,Kolkata,Hyderabad-Kolkata,1581,8,Air,BlueDart,50592,22766,1206,74564,5.895319418,30.53216029,119.63
633,05-11-2024,Mumbai,Delhi,Mumbai-Delhi,1654,15,Road,BlueDart,49620,17367,1840,68827,2.774163644,25.23283014,119.63
1735,06-11-2024,Mumbai,Bangalore,Mumbai-Bangalore,2467,14,Air,IndigoCargo,138152,62168,9573,209893,6.077161387,29.61890106,119.63
