ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost
2830,2024-06-22,Mumbai,Kolkata,Mumbai-Kolkata,2014,8,Rail,IndianRail,24168,6042,1468
2831,2024-05-22,Ahmedabad,Mumbai,Ahmedabad-Mumbai,898,12,Rail,DHL,16164,4041,427
2832,2024-03-16,Chennai,Hyderabad,Chennai-Hyderabad,1291,5,Road,DHL,12910,4518,799
2833,2025-02-24,Pune,Kolkata,Pune-Kolkata,556,23,Air,IndigoCargo,51152,23018,3169
2834,2025-06-26,Pune,Mumbai,Pune-Mumbai,2002,9,Air,IndigoCargo,72072,32432,5735
2835,2024-02-06,Pune,Mumbai,Pune-Mumbai,1706,22,Road,IndigoCargo,75064,26272,2450
2836,2024-03-01,Hyderabad,Pune,Hyderabad-Pune,2452,26,Rail,IndigoCargo,95628,23907,4867
2837,2024-06-08,Hyderabad,Pune,Hyderabad-Pune,1522,29,Air,SpiceJetCargo,176552,79448,13065
2838,2024-12-12,Hyderabad,Delhi,Hyderabad-Delhi,2108,20,Road,IndianRail,84320,29511,5740
2839,2024-02-13,Mumbai,Bangalore,Mumbai-Bangalore,2444,26,Rail,BlueDart,95316,23829,6552
2840,2024-09-13,Mumbai,Bangalore,Mumbai-Bangalore,1225,28,Rail,BlueDart,51450,12862,1844
2841,2024-08-04,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1523,17,Air,VRLLogistics,103564,46603,7076
2842,2025-02-23,Bangalore,Hyderabad,Bangalore-Hyderabad,1690,12,Air,DHL,81120,36504,2334
2843,2025-06-16,Pune,Bangalore,Pune-Bangalore,329,13,Air,SpiceJetCargo,17108,7698,749
2844,2024-02-08,Ahmedabad,Kolkata,Ahmedabad-Kolkata,745,5,Air,IndigoCargo,14900,6705,490
2845,2024-03-24,Ahmedabad,Pune,Ahmedabad-Pune,2481,19,Air,SpiceJetCargo,188556,84850,12230
2846,2024-05-26,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2075,9,Road,SpiceJetCargo,37350,13072,1685
2847,2024-04-10,Kolkata,Chennai,Kolkata-Chennai,1284,8,Road,SpiceJetCargo,20544,7190,1441
2848,2025-05-22,Pune,Hyderabad,Pune-Hyderabad,727,21,Rail,IndigoCargo,22900,5725,464
2849,2024-08-19,Ahmedabad,Pune,Ahmedabad-Pune,347,20,Rail,VRLLogistics,10410,2602,347
2850,2024-03-20,Pune,Ahmedabad,Pune-Ahmedabad,1041,18,Rail,IndianRail,28107,7026,691
2851,2024-04-24,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1419,6,Road,IndianRail,17028,5959,728
2852,2024-10-06,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1095,18,Road,DHL,39420,13797,2910
2853,2024-12-26,Delhi,Kolkata,Delhi-Kolkata,1675,21,Rail,IndianRail,52762,13190,3532
2854,2024-05-11,Delhi,Ahmedabad,Delhi-Ahmedabad,2161,18,Rail,IndianRail,58347,14586,3136
2855,2025-03-07,Kolkata,Pune,Kolkata-Pune,2027,18,Rail,BlueDart,54729,13682,3950
2856,2025-02-19,Chennai,Delhi,Chennai-Delhi,1663,5,Air,IndigoCargo,33260,14967,1019
2857,2024-06-10,Mumbai,Ahmedabad,Mumbai-Ahmedabad,2272,29,Road,BlueDart,131776,46121,5829
2858,2024-01-01,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,609,25,Air,VRLLogistics,60900,27405,4000
2859,2024-11-28,Ahmedabad,Chennai,Ahmedabad-Chennai,441,29,Air,BlueDart,51156,23020,3267
2860,2024-10-07,Kolkata,Mumbai,Kolkata-Mumbai,1732,13,Road,DHL,45032,15761,1094
2861,2024-04-21,Pune,Ahmedabad,Pune-Ahmedabad,640,19,Road,BlueDart,24320,8512,1862
2862,2024-09-19,Bangalore,Delhi,Bangalore-Delhi,1332,22,Air,BlueDart,117216,52747,5996
2863,2025-05-30,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1512,30,Air,DHL,181440,81648,10979
2864,2025-05-23,Pune,Bangalore,Pune-Bangalore,1326,19,Rail,BlueDart,37791,9447,1619
2865,2025-05-23,Ahmedabad,Pune,Ahmedabad-Pune,2017,5,Rail,VRLLogistics,15127,3781,813
2866,2024-02-18,Hyderabad,Mumbai,Hyderabad-Mumbai,433,14,Rail,IndigoCargo,9093,2273,432
2867,2024-07-07,Delhi,Mumbai,Delhi-Mumbai,2080,28,Road,VRLLogistics,116480,40768,7837
2868,2024-11-15,Kolkata,Delhi,Kolkata-Delhi,2493,21,Air,IndigoCargo,209412,94235,15778
2869,2025-01-16,Pune,Delhi,Pune-Delhi,2422,8,Road,IndigoCargo,38752,13563,2661
2870,2024-11-17,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1881,15,Air,IndigoCargo,112860,50787,8976
2871,2024-04-28,Mumbai,Chennai,Mumbai-Chennai,738,22,Rail,IndigoCargo,24354,6088,1334
2872,2024-03-27,Chennai,Ahmedabad,Chennai-Ahmedabad,2256,7,Rail,BlueDart,23688,5922,1560
2873,2024-10-19,Bangalore,Delhi,Bangalore-Delhi,365,20,Rail,IndianRail,10950,2737,366
2874,2025-06-04,Pune,Delhi,Pune-Delhi,2102,8,Rail,IndigoCargo,25224,6306,631
2875,2024-11-26,Chennai,Mumbai,Chennai-Mumbai,2406,19,Road,IndianRail,91428,31999,6179
2876,2024-08-14,Chennai,Bangalore,Chennai-Bangalore,696,11,Rail,IndianRail,11484,2871,539
2877,2024-06-02,Ahmedabad,Delhi,Ahmedabad-Delhi,1155,14,Road,IndigoCargo,32340,11319,1058
2878,2024-06-19,Delhi,Mumbai,Delhi-Mumbai,2247,18,Air,IndianRail,161784,72802,6391
2879,2025-06-14,Mumbai,Bangalore,Mumbai-Bangalore,897,21,Rail,IndigoCargo,28255,7063,1121
2880,2024-04-13,Mumbai,Chennai,Mumbai-Chennai,2254,6,Air,DHL,54096,24343,3293
2881,2024-04-13,Bangalore,Mumbai,Bangalore-Mumbai,1677,9,Rail,BlueDart,22639,5659,1415
2882,2025-01-06,Bangalore,Hyderabad,Bangalore-Hyderabad,930,26,Road,DHL,48360,16926,2590
2883,2024-04-20,Kolkata,Bangalore,Kolkata-Bangalore,471,13,Air,VRLLogistics,24492,11021,612
2884,2025-04-23,Bangalore,Kolkata,Bangalore-Kolkata,1422,22,Road,BlueDart,62568,21898,2652
2885,2024-06-19,Ahmedabad,Pune,Ahmedabad-Pune,676,10,Rail,IndigoCargo,10140,2535,441
2886,2024-03-15,Delhi,Chennai,Delhi-Chennai,1861,24,Rail,DHL,66996,16749,5199
2887,2024-02-07,Delhi,Mumbai,Delhi-Mumbai,1254,5,Road,DHL,12540,4389,687
2888,2024-01-14,Delhi,Hyderabad,Delhi-Hyderabad,1254,8,Rail,DHL,15048,3762,1083
2889,2025-07-25,Pune,Delhi,Pune-Delhi,1176,10,Road,VRLLogistics,23520,8232,948
2890,2025-03-26,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1910,26,Rail,BlueDart,74490,18622,4740
2891,2024-08-06,Kolkata,Pune,Kolkata-Pune,2392,28,Air,DHL,267904,120556,13198
2892,2025-03-15,Chennai,Ahmedabad,Chennai-Ahmedabad,1267,11,Air,IndigoCargo,55748,25086,3253
2893,2025-07-31,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1690,22,Air,IndianRail,148720,66924,9834
2894,2024-12-07,Pune,Delhi,Pune-Delhi,2439,16,Road,BlueDart,78048,27316,2201
2895,2024-02-24,Chennai,Ahmedabad,Chennai-Ahmedabad,1082,5,Road,VRLLogistics,10820,3786,580
2896,2024-06-08,Delhi,Pune,Delhi-Pune,727,28,Road,DHL,40712,14249,1638
2897,2024-10-15,Delhi,Ahmedabad,Delhi-Ahmedabad,1492,20,Rail,IndigoCargo,44760,11190,1020
2898,2025-07-23,Pune,Ahmedabad,Pune-Ahmedabad,1715,14,Rail,SpiceJetCargo,36015,9003,1180
2899,2025-01-15,Hyderabad,Bangalore,Hyderabad-Bangalore,603,9,Air,VRLLogistics,21708,9768,523
2900,2024-05-19,Delhi,Hyderabad,Delhi-Hyderabad,1504,13,Rail,IndigoCargo,29328,7332,857
2901,2025-05-10,Hyderabad,Pune,Hyderabad-Pune,2374,22,Air,DHL,208912,94010,7946
2902,2024-10-26,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1224,19,Road,DHL,46512,16279,2850
2903,2024-07-08,Mumbai,Ahmedabad,Mumbai-Ahmedabad,806,16,Air,VRLLogistics,51584,23212,1163
2904,2025-07-30,Kolkata,Chennai,Kolkata-Chennai,2458,25,Rail,IndigoCargo,92175,23043,3952
2905,2024-05-27,Mumbai,Hyderabad,Mumbai-Hyderabad,1622,12,Rail,BlueDart,29196,7299,752
2906,2024-08-18,Mumbai,Bangalore,Mumbai-Bangalore,546,21,Air,SpiceJetCargo,45864,20638,1956
2907,2024-08-15,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1010,29,Rail,BlueDart,43935,10983,1843
2908,2024-10-09,Mumbai,Kolkata,Mumbai-Kolkata,1730,11,Road,DHL,38060,13321,2714
2909,2024-05-10,Pune,Ahmedabad,Pune-Ahmedabad,2261,5,Rail,BlueDart,16957,4239,774
2910,2024-02-20,Hyderabad,Chennai,Hyderabad-Chennai,1746,18,Air,DHL,125712,56570,9738
2911,2024-02-11,Chennai,Hyderabad,Chennai-Hyderabad,1683,26,Road,IndigoCargo,87516,30630,6070
2912,2024-07-31,Pune,Kolkata,Pune-Kolkata,1991,29,Air,VRLLogistics,230956,103930,7530
2913,2024-02-02,Pune,Delhi,Pune-Delhi,735,20,Road,DHL,29400,10290,1063
2914,2025-06-15,Pune,Hyderabad,Pune-Hyderabad,2269,30,Road,VRLLogistics,136140,47649,9738
2915,2025-06-25,Bangalore,Delhi,Bangalore-Delhi,2341,13,Road,DHL,60866,21303,4111
2916,2024-11-21,Delhi,Kolkata,Delhi-Kolkata,1437,5,Air,IndianRail,28740,12933,1066
2917,2024-01-29,Delhi,Chennai,Delhi-Chennai,564,5,Rail,IndigoCargo,4230,1057,202
2918,2024-05-01,Bangalore,Chennai,Bangalore-Chennai,2039,6,Air,SpiceJetCargo,48936,22021,1781
2919,2025-05-04,Ahmedabad,Mumbai,Ahmedabad-Mumbai,988,6,Rail,VRLLogistics,8892,2223,256
2920,2025-03-02,Delhi,Bangalore,Delhi-Bangalore,673,21,Road,SpiceJetCargo,28266,9893,2124
2921,2025-01-18,Kolkata,Delhi,Kolkata-Delhi,2464,7,Road,SpiceJetCargo,34496,12073,1478
2922,2024-07-29,Chennai,Delhi,Chennai-Delhi,1403,20,Air,SpiceJetCargo,112240,50508,6064
2923,2024-12-03,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,2188,8,Air,IndianRail,70016,31507,5127
2924,2024-10-25,Delhi,Chennai,Delhi-Chennai,2459,6,Rail,DHL,22131,5532,1205
2925,2025-06-06,Chennai,Mumbai,Chennai-Mumbai,2023,28,Rail,DHL,84966,21241,3801
2926,2025-05-10,Mumbai,Kolkata,Mumbai-Kolkata,707,12,Rail,BlueDart,12726,3181,781
2927,2024-02-03,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1813,13,Rail,DHL,35353,8838,957
2928,2025-03-07,Hyderabad,Kolkata,Hyderabad-Kolkata,1720,23,Road,IndigoCargo,79120,27692,3958
2929,2024-12-31,Mumbai,Delhi,Mumbai-Delhi,2341,20,Air,DHL,187280,84276,4369
2930,2024-05-06,Chennai,Mumbai,Chennai-Mumbai,1791,30,Air,IndianRail,214920,96714,11500
2931,2025-06-29,Ahmedabad,Chennai,Ahmedabad-Chennai,930,30,Rail,VRLLogistics,41850,10462,1116
2932,2025-04-07,Delhi,Hyderabad,Delhi-Hyderabad,2424,27,Road,BlueDart,130896,45813,7931
2933,2025-02-15,Pune,Mumbai,Pune-Mumbai,1526,26,Road,DHL,79352,27773,5555
2934,2024-05-25,Chennai,Delhi,Chennai-Delhi,2188,23,Road,IndigoCargo,100648,35226,5596
2935,2024-11-26,Delhi,Mumbai,Delhi-Mumbai,1730,7,Road,IndigoCargo,24220,8477,529
2936,2025-02-20,Pune,Hyderabad,Pune-Hyderabad,398,9,Air,IndianRail,14328,6447,319
2937,2025-05-17,Mumbai,Delhi,Mumbai-Delhi,1224,8,Air,BlueDart,39168,17625,1201
2938,2025-01-15,Pune,Bangalore,Pune-Bangalore,857,13,Road,IndigoCargo,22282,7798,1489
2939,2024-12-11,Mumbai,Pune,Mumbai-Pune,1318,19,Rail,DHL,37563,9390,1681
2940,2024-04-12,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1310,26,Road,IndigoCargo,68120,23842,5077
2941,2024-08-14,Ahmedabad,Pune,Ahmedabad-Pune,1769,20,Air,VRLLogistics,141520,63684,4999
2942,2024-04-17,Hyderabad,Delhi,Hyderabad-Delhi,2013,22,Road,DHL,88572,31000,4408
2943,2025-04-25,Kolkata,Delhi,Kolkata-Delhi,1624,14,Air,VRLLogistics,90944,40924,3891
2944,2025-03-22,Kolkata,Bangalore,Kolkata-Bangalore,475,23,Air,IndianRail,43700,19665,2139
2945,2024-02-15,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1622,26,Air,VRLLogistics,168688,75909,12158
2946,2025-05-13,Delhi,Ahmedabad,Delhi-Ahmedabad,2460,7,Road,IndigoCargo,34440,12054,1943
2947,2024-07-30,Hyderabad,Mumbai,Hyderabad-Mumbai,1329,19,Rail,IndianRail,37876,9469,2365
2948,2024-04-15,Mumbai,Kolkata,Mumbai-Kolkata,1021,26,Rail,BlueDart,39819,9954,1878
2949,2025-07-28,Bangalore,Delhi,Bangalore-Delhi,584,10,Rail,VRLLogistics,8760,2190,404
2950,2024-08-26,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1605,8,Rail,SpiceJetCargo,19260,4815,1075
2951,2024-02-14,Chennai,Mumbai,Chennai-Mumbai,1257,8,Air,IndianRail,40224,18100,1128
2952,2025-07-20,Chennai,Ahmedabad,Chennai-Ahmedabad,666,14,Air,SpiceJetCargo,37296,16783,1418
2953,2025-01-29,Kolkata,Bangalore,Kolkata-Bangalore,813,9,Road,SpiceJetCargo,14634,5121,711
2954,2024-08-19,Pune,Delhi,Pune-Delhi,2385,27,Rail,IndigoCargo,96592,24148,2421
2955,2024-09-17,Delhi,Mumbai,Delhi-Mumbai,1597,6,Road,IndianRail,19164,6707,1098
2956,2025-03-06,Delhi,Ahmedabad,Delhi-Ahmedabad,391,21,Rail,DHL,12316,3079,606
2957,2024-07-27,Kolkata,Pune,Kolkata-Pune,1712,10,Rail,SpiceJetCargo,25680,6420,1801
2958,2024-10-30,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1569,15,Road,SpiceJetCargo,47070,16474,2221
2959,2024-07-27,Bangalore,Delhi,Bangalore-Delhi,1702,22,Rail,BlueDart,56166,14041,2935
2960,2024-01-20,Kolkata,Pune,Kolkata-Pune,458,10,Road,DHL,9160,3206,670
2961,2025-06-11,Ahmedabad,Bangalore,Ahmedabad-Bangalore,2274,16,Road,VRLLogistics,72768,25468,5100
2962,2024-08-11,Bangalore,Mumbai,Bangalore-Mumbai,330,25,Air,IndianRail,33000,14850,1946
2963,2024-11-09,Pune,Bangalore,Pune-Bangalore,352,28,Rail,IndianRail,14784,3696,931
2964,2024-03-26,Bangalore,Kolkata,Bangalore-Kolkata,1411,30,Rail,IndigoCargo,63495,15873,3226
2965,2025-07-02,Delhi,Ahmedabad,Delhi-Ahmedabad,519,6,Rail,SpiceJetCargo,4671,1167,253
2966,2024-01-13,Pune,Mumbai,Pune-Mumbai,2419,8,Road,SpiceJetCargo,38704,13546,2281
2967,2024-02-25,Mumbai,Ahmedabad,Mumbai-Ahmedabad,784,27,Road,VRLLogistics,42336,14817,3250
2968,2025-01-05,Mumbai,Ahmedabad,Mumbai-Ahmedabad,653,16,Air,DHL,41792,18806,1165
2969,2024-02-10,Hyderabad,Delhi,Hyderabad-Delhi,2393,26,Air,SpiceJetCargo,248872,111992,8498
2970,2025-06-06,Delhi,Mumbai,Delhi-Mumbai,357,6,Rail,VRLLogistics,3213,803,226
2971,2025-04-11,Bangalore,Hyderabad,Bangalore-Hyderabad,956,15,Air,DHL,57360,25812,3425
2972,2024-04-09,Mumbai,Kolkata,Mumbai-Kolkata,1333,24,Rail,DHL,47988,11997,2309
2973,2024-06-02,Mumbai,Hyderabad,Mumbai-Hyderabad,1406,10,Air,IndianRail,56240,25308,2087
2974,2024-11-09,Chennai,Kolkata,Chennai-Kolkata,1775,24,Road,VRLLogistics,85200,29819,4841
2975,2024-03-05,Mumbai,Chennai,Mumbai-Chennai,732,19,Rail,IndianRail,20862,5215,879
2976,2024-05-16,Ahmedabad,Bangalore,Ahmedabad-Bangalore,396,19,Road,VRLLogistics,15048,5266,615
2977,2025-01-06,Delhi,Ahmedabad,Delhi-Ahmedabad,2231,16,Air,IndigoCargo,142784,64252,5783
2978,2024-05-13,Pune,Mumbai,Pune-Mumbai,2390,22,Rail,BlueDart,78870,19717,2322
2979,2025-05-09,Pune,Chennai,Pune-Chennai,1150,22,Air,VRLLogistics,101200,45540,2751
2980,2024-06-11,Chennai,Ahmedabad,Chennai-Ahmedabad,1013,26,Air,VRLLogistics,105352,47408,5911
2981,2024-09-08,Bangalore,Kolkata,Bangalore-Kolkata,997,21,Air,IndianRail,83748,37686,6366
2982,2025-01-09,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1835,9,Road,SpiceJetCargo,33030,11560,726
2983,2025-04-24,Chennai,Pune,Chennai-Pune,1213,21,Road,SpiceJetCargo,50946,17831,3373
2984,2024-07-10,Kolkata,Mumbai,Kolkata-Mumbai,651,29,Road,DHL,37758,13215,1716
2985,2025-03-01,Bangalore,Chennai,Bangalore-Chennai,1701,8,Road,BlueDart,27216,9525,2139
2986,2024-10-20,Chennai,Hyderabad,Chennai-Hyderabad,1630,10,Rail,IndigoCargo,24450,6112,1434
2987,2024-11-17,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1256,27,Air,SpiceJetCargo,135648,61041,9952
2988,2024-03-14,Kolkata,Mumbai,Kolkata-Mumbai,2218,19,Road,IndianRail,84284,29499,2766
2989,2025-05-27,Pune,Kolkata,Pune-Kolkata,751,22,Rail,BlueDart,24783,6195,1868
2990,2025-07-13,Hyderabad,Kolkata,Hyderabad-Kolkata,1929,22,Road,VRLLogistics,84876,29706,6547
2991,2024-09-26,Delhi,Chennai,Delhi-Chennai,553,18,Rail,BlueDart,14931,3732,350
2992,2025-06-22,Kolkata,Bangalore,Kolkata-Bangalore,840,21,Air,DHL,70560,31752,4329
2993,2025-04-22,Chennai,Hyderabad,Chennai-Hyderabad,2323,11,Road,DHL,51106,17887,1314
2994,2024-12-03,Kolkata,Pune,Kolkata-Pune,1880,24,Air,VRLLogistics,180480,81216,5574
2995,2024-09-03,Chennai,Hyderabad,Chennai-Hyderabad,879,16,Air,SpiceJetCargo,56256,25315,2612
2996,2025-01-30,Hyderabad,Mumbai,Hyderabad-Mumbai,2378,25,Rail,IndigoCargo,89175,22293,3152
2997,2025-06-08,Chennai,Pune,Chennai-Pune,2250,7,Road,VRLLogistics,31500,11025,2425
2998,2025-03-08,Chennai,Hyderabad,Chennai-Hyderabad,934,8,Rail,IndigoCargo,11208,2802,320
2999,2025-06-15,Delhi,Bangalore,Delhi-Bangalore,1408,30,Road,IndigoCargo,84480,29567,5018
3000,2025-01-22,Hyderabad,Kolkata,Hyderabad-Kolkata,1807,30,Road,DHL,108420,37947,8405
3001,2025-07-16,Kolkata,Pune,Kolkata-Pune,1569,14,Air,IndigoCargo,87864,39538,4237
3002,2024-10-29,Delhi,Pune,Delhi-Pune,777,23,Road,IndianRail,35742,12509,1785
3003,2025-07-01,Pune,Chennai,Pune-Chennai,800,7,Road,IndigoCargo,11200,3919,427
3004,2024-11-04,Chennai,Delhi,Chennai-Delhi,1105,5,Rail,IndianRail,8287,2071,511
3005,2025-05-13,Pune,Ahmedabad,Pune-Ahmedabad,2074,7,Air,SpiceJetCargo,58072,26132,2265
3006,2025-02-20,Pune,Ahmedabad,Pune-Ahmedabad,762,13,Rail,VRLLogistics,14859,3714,447
3007,2025-07-15,Kolkata,Mumbai,Kolkata-Mumbai,1223,16,Air,IndigoCargo,78272,35222,5169
3008,2024-03-24,Pune,Ahmedabad,Pune-Ahmedabad,1821,15,Rail,VRLLogistics,40972,10243,1423
3009,2024-12-29,Hyderabad,Delhi,Hyderabad-Delhi,2277,19,Rail,IndigoCargo,64894,16223,1758
3010,2024-10-30,Bangalore,Chennai,Bangalore-Chennai,1120,8,Air,SpiceJetCargo,35840,16128,724
3011,2024-09-02,Delhi,Pune,Delhi-Pune,2176,16,Air,VRLLogistics,139264,62668,5509
3012,2025-06-09,Chennai,Kolkata,Chennai-Kolkata,1837,6,Air,DHL,44088,19839,2951
3013,2024-06-08,Kolkata,Pune,Kolkata-Pune,893,13,Road,SpiceJetCargo,23218,8126,1081
3014,2024-06-07,Hyderabad,Delhi,Hyderabad-Delhi,877,22,Road,BlueDart,38588,13505,1746
3015,2024-01-30,Mumbai,Delhi,Mumbai-Delhi,1811,28,Rail,SpiceJetCargo,76062,19015,3043
3016,2024-02-16,Kolkata,Bangalore,Kolkata-Bangalore,1562,15,Rail,SpiceJetCargo,35145,8786,933
3017,2025-05-26,Mumbai,Pune,Mumbai-Pune,2140,6,Rail,SpiceJetCargo,19260,4815,777
3018,2024-08-20,Kolkata,Chennai,Kolkata-Chennai,1111,27,Rail,DHL,44995,11248,2942
3019,2024-05-11,Pune,Delhi,Pune-Delhi,1471,9,Road,IndianRail,26478,9267,1170
3020,2024-01-30,Chennai,Ahmedabad,Chennai-Ahmedabad,453,21,Rail,IndigoCargo,14269,3567,918
3021,2024-02-15,Hyderabad,Delhi,Hyderabad-Delhi,1995,13,Rail,DHL,38902,9725,1877
3022,2025-02-28,Kolkata,Bangalore,Kolkata-Bangalore,1112,19,Road,DHL,42256,14789,1186
3023,2025-05-05,Pune,Delhi,Pune-Delhi,2031,28,Air,SpiceJetCargo,227472,102362,13519
3024,2024-11-23,Kolkata,Pune,Kolkata-Pune,1544,15,Rail,SpiceJetCargo,34740,8685,2123
3025,2024-11-11,Bangalore,Kolkata,Bangalore-Kolkata,2410,25,Road,SpiceJetCargo,120500,42175,5640
3026,2025-01-14,Mumbai,Bangalore,Mumbai-Bangalore,1887,15,Rail,VRLLogistics,42457,10614,2926
3027,2025-03-26,Mumbai,Kolkata,Mumbai-Kolkata,1130,5,Air,DHL,22600,10170,1732
3028,2025-06-28,Bangalore,Chennai,Bangalore-Chennai,2433,6,Rail,DHL,21897,5474,538
3029,2025-02-07,Delhi,Kolkata,Delhi-Kolkata,1388,14,Rail,VRLLogistics,29148,7287,2038
3030,2024-05-10,Mumbai,Delhi,Mumbai-Delhi,883,25,Air,BlueDart,88300,39735,6135
3031,2024-04-14,Pune,Delhi,Pune-Delhi,1130,18,Rail,BlueDart,30510,7627,1763
3032,2024-06-18,Chennai,Pune,Chennai-Pune,2463,6,Air,VRLLogistics,59112,26600,2501
3033,2024-05-07,Chennai,Hyderabad,Chennai-Hyderabad,1766,13,Rail,BlueDart,34437,8609,2692
3034,2024-03-03,Chennai,Kolkata,Chennai-Kolkata,1007,8,Air,SpiceJetCargo,32224,14500,2532
3035,2025-01-02,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1824,24,Road,VRLLogistics,87552,30643,4719
3036,2025-06-29,Hyderabad,Bangalore,Hyderabad-Bangalore,2225,13,Road,IndianRail,57850,20247,3620
3037,2025-05-10,Hyderabad,Delhi,Hyderabad-Delhi,1390,29,Road,IndigoCargo,80620,28217,5883
3038,2024-08-10,Mumbai,Hyderabad,Mumbai-Hyderabad,2258,6,Road,IndigoCargo,27096,9483,1992
3039,2024-11-27,Kolkata,Pune,Kolkata-Pune,1717,11,Air,IndigoCargo,75548,33996,2450
3040,2024-03-21,Delhi,Kolkata,Delhi-Kolkata,1922,23,Rail,SpiceJetCargo,66309,16577,3916
3041,2024-08-10,Mumbai,Chennai,Mumbai-Chennai,1870,13,Road,IndianRail,48620,17017,2014
3042,2024-03-15,Mumbai,Ahmedabad,Mumbai-Ahmedabad,2020,14,Rail,IndigoCargo,42420,10605,1130
3043,2024-05-11,Ahmedabad,Mumbai,Ahmedabad-Mumbai,355,7,Rail,BlueDart,3727,931,93
3044,2025-06-25,Bangalore,Mumbai,Bangalore-Mumbai,1568,5,Rail,IndianRail,11760,2940,712
3045,2024-03-29,Bangalore,Mumbai,Bangalore-Mumbai,1773,28,Air,SpiceJetCargo,198576,89359,4122
3046,2025-04-14,Kolkata,Mumbai,Kolkata-Mumbai,1563,6,Rail,DHL,14067,3516,603
3047,2024-06-02,Ahmedabad,Mumbai,Ahmedabad-Mumbai,2312,17,Air,BlueDart,157216,70747,3552
3048,2025-03-23,Pune,Hyderabad,Pune-Hyderabad,1202,21,Road,IndigoCargo,50484,17669,3576
3049,2024-04-24,Kolkata,Pune,Kolkata-Pune,2397,19,Road,DHL,91086,31880,3159
3050,2024-10-22,Kolkata,Pune,Kolkata-Pune,1011,6,Road,IndigoCargo,12132,4246,495
3051,2025-06-21,Pune,Ahmedabad,Pune-Ahmedabad,1550,21,Road,VRLLogistics,65100,22785,3296
3052,2024-03-07,Kolkata,Hyderabad,Kolkata-Hyderabad,2203,12,Road,BlueDart,52872,18505,3136
3053,2024-12-25,Chennai,Pune,Chennai-Pune,1457,30,Road,VRLLogistics,87420,30596,5943
3054,2024-03-04,Ahmedabad,Bangalore,Ahmedabad-Bangalore,689,11,Air,IndigoCargo,30316,13642,651
3055,2025-04-21,Kolkata,Mumbai,Kolkata-Mumbai,1050,25,Rail,BlueDart,39375,9843,2007
3056,2025-04-13,Kolkata,Bangalore,Kolkata-Bangalore,1853,25,Air,BlueDart,185300,83385,11881
3057,2024-10-20,Delhi,Chennai,Delhi-Chennai,670,27,Road,IndigoCargo,36180,12663,2520
3058,2024-03-17,Mumbai,Pune,Mumbai-Pune,435,9,Road,DHL,7830,2740,432
3059,2025-02-25,Delhi,Hyderabad,Delhi-Hyderabad,827,29,Road,SpiceJetCargo,47966,16788,2278
3060,2024-03-11,Hyderabad,Pune,Hyderabad-Pune,1748,13,Air,IndianRail,90896,40903,4316
3061,2024-12-31,Chennai,Bangalore,Chennai-Bangalore,1928,18,Rail,VRLLogistics,52056,13014,3613
3062,2025-07-28,Ahmedabad,Chennai,Ahmedabad-Chennai,1117,6,Air,SpiceJetCargo,26808,12063,1624
3063,2024-06-26,Kolkata,Chennai,Kolkata-Chennai,1835,24,Air,IndigoCargo,176160,79272,6713
3064,2024-05-01,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1479,22,Air,BlueDart,130152,58568,7418
3065,2024-05-13,Delhi,Kolkata,Delhi-Kolkata,2008,22,Rail,BlueDart,66264,16566,1545
3066,2025-06-22,Chennai,Pune,Chennai-Pune,2254,8,Road,BlueDart,36064,12622,2574
3067,2025-05-24,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,881,14,Road,IndigoCargo,24668,8633,621
3068,2025-01-30,Pune,Bangalore,Pune-Bangalore,2280,20,Rail,BlueDart,68400,17100,4912
3069,2025-01-15,Kolkata,Hyderabad,Kolkata-Hyderabad,1171,19,Road,DHL,44498,15574,1639
3070,2024-08-30,Kolkata,Delhi,Kolkata-Delhi,1768,19,Road,BlueDart,67184,23514,1944
3071,2024-02-21,Chennai,Kolkata,Chennai-Kolkata,941,6,Road,BlueDart,11292,3952,793
3072,2024-02-07,Chennai,Ahmedabad,Chennai-Ahmedabad,1764,27,Road,VRLLogistics,95256,33339,6419
