ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost,TotalCost,Cost_per_TonKm,Fuel_Percentage,FuelPrice,New_Fuel_Cost,Scenario1_TotalCost,Scenario3_TotalCost,Scenario4_TotalCost,Ton_Km,CPTK_Original,CPTK_Scenario1,CPTK_Scenario3,CPTK_Scenario4
4849,2024-12-10,Delhi,Ahmedabad,Delhi-Ahmedabad,1483,7,Road,VRLLogistics,20762,7266,1168,29196,2.8124458144687408,24.88697081792026,121.65,7992.6,29922.6,29922.6,14856.009999999998,10381,2.8124458144687408,2.8824390713804062,2.8824390713804062,1.431076967536846
150,2024-12-10,Hyderabad,Mumbai,Hyderabad-Mumbai,2117,23,Air,VRLLogistics,194764,87643,14711,297118,6.102113326898195,29.49770798134075,121.65,96407.3,305882.3,296705.831,96001.5993,48691,6.102113326898195,6.282111683884085,6.093648333367563,1.9716497771662114
441,2024-12-10,Delhi,Pune,Delhi-Pune,2203,26,Air,IndianRail,229112,103100,14534,346746,6.053737909843221,29.73358019991579,121.65,113410.00000000001,357056.0,346344.32,110280.016,57278,6.053737909843221,6.233737211494815,6.04672509514997,1.9253468347358498
338,2024-12-10,Delhi,Chennai,Delhi-Chennai,680,21,Air,SpiceJetCargo,57120,25704,2220,85044,5.95546218487395,30.22435445181318,121.65,28274.4,87614.4,84985.968,31686.800399999996,14280,5.95546218487395,6.1354621848739495,5.951398319327731,2.218963613445378
1183,2024-12-11,Mumbai,Bangalore,Mumbai-Bangalore,547,12,Rail,BlueDart,9846,2461,619,12926,1.969226081657526,19.03914590747331,121.65,2707.1000000000004,13172.1,13172.1,9111.82,6564,1.969226081657526,2.0067184643510054,2.0067184643510054,1.3881505179768434
3565,2024-12-11,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1241,5,Road,BlueDart,12410,4343,668,17421,2.8075745366639806,24.92968256701682,121.65,4777.3,17855.3,17855.3,11020.57,6205,2.8075745366639806,2.8775664786462527,2.8775664786462527,1.7760789685737308
3257,2024-12-11,Ahmedabad,Kolkata,Ahmedabad-Kolkata,2228,5,Air,SpiceJetCargo,44560,20052,2668,67280,6.039497307001795,29.80380499405469,121.65,22057.2,69285.2,67206.644,25825.9732,11140,6.039497307001795,6.219497307001795,6.032912387791741,2.318309982046679
1791,2024-12-11,Delhi,Bangalore,Delhi-Bangalore,1602,8,Air,VRLLogistics,51264,23068,4066,78398,6.117197253433209,29.42422000561239,121.65,25374.800000000003,80704.8,78283.656,29389.3868,12816,6.117197253433209,6.297191011235955,6.1082752808988765,2.2931793695380773
2939,2024-12-11,Mumbai,Pune,Mumbai-Pune,1318,19,Rail,DHL,37563,9390,1681,48634,1.9420972765753532,19.307480363531685,121.65,10329.0,49573.0,49573.0,22765.1,25042,1.9420972765753535,1.9795942816069003,1.9795942816069003,0.9090767510582222
3816,2024-12-11,Ahmedabad,Chennai,Ahmedabad-Chennai,1700,17,Road,IndianRail,57800,20230,3959,81989,2.8369896193771624,24.67404163973216,121.65,22253.0,84012.0,84012.0,30450.659999999996,28900,2.8369896193771624,2.9069896193771627,2.9069896193771627,1.0536560553633216
1391,2024-12-11,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1400,24,Air,IndianRail,134400,60480,9896,204776,6.0945238095238095,29.53471109895691,121.65,66528.0,210824.0,204499.28,69082.124,33600,6.0945238095238095,6.274523809523809,6.086288095238095,2.056015595238095
3915,2024-12-11,Pune,Bangalore,Pune-Bangalore,2314,18,Air,VRLLogistics,166608,74973,11005,252586,6.064198597906463,29.682167657748256,121.65,82470.3,260083.3,252280.80099999998,83155.27029999999,41652,6.064198597906463,6.244197157399404,6.056871242677422,1.9964292302890614
907,2024-12-11,Kolkata,Chennai,Kolkata-Chennai,2284,22,Road,BlueDart,100496,35173,6558,142227,2.830500716446425,24.73018484535285,121.65,38690.3,145744.3,145744.3,50349.62999999999,50248,2.8305007164464255,2.9004995223690493,2.9004995223690493,1.0020225680624102
2318,2024-12-11,Kolkata,Chennai,Kolkata-Chennai,811,29,Rail,VRLLogistics,35278,8819,1132,45229,1.923083464433012,19.49855181410157,121.65,9700.900000000001,46110.9,46110.9,20459.61,23519,1.9230834644330117,1.9605808070071007,1.9605808070071007,0.8699183638760152
2671,2024-12-11,Hyderabad,Pune,Hyderabad-Pune,1447,20,Road,BlueDart,57880,20258,4004,82142,2.838355217691776,24.66217038786492,121.65,22283.800000000003,84167.8,84167.8,30442.73,28940,2.838355217691776,2.9083552176917764,2.9083552176917764,1.0519257083621285
2838,2024-12-12,Hyderabad,Delhi,Hyderabad-Delhi,2108,20,Road,IndianRail,84320,29511,5740,119571,2.8361242884250477,24.680733622701155,121.65,32462.100000000002,122522.1,122522.1,47692.869999999995,42160,2.8361242884250473,2.906121916508539,2.906121916508539,1.1312350569259961
914,2024-12-12,Kolkata,Bangalore,Kolkata-Bangalore,995,26,Rail,BlueDart,38805,9701,1191,49697,1.9210282180131424,19.520292975431115,121.65,10671.1,50667.1,50667.1,22762.23,25870,1.9210282180131426,1.9585272516428294,1.9585272516428294,0.8798697332817935
4004,2024-12-12,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1624,13,Air,BlueDart,84448,38001,3869,126318,5.983232284956423,30.0835985370256,121.65,41801.100000000006,130118.1,126214.557,44564.27709999999,21112,5.983232284956423,6.163229442970823,5.978332559681697,2.110850563660477
3994,2024-12-12,Chennai,Hyderabad,Chennai-Hyderabad,404,7,Road,IndianRail,5656,1979,114,7749,2.74009900990099,25.53877919731578,121.65,2176.9,7946.9,7946.9,7946.899999999999,2828,2.74009900990099,2.810077793493635,2.810077793493635,2.8100777934936345
355,2024-12-13,Delhi,Chennai,Delhi-Chennai,490,9,Rail,IndigoCargo,6615,1653,411,8679,1.9680272108843535,19.045973038368476,121.65,1818.3000000000002,8844.3,8844.3,8844.3,4410,1.9680272108843537,2.0055102040816326,2.0055102040816326,2.0055102040816326
336,2024-12-13,Delhi,Hyderabad,Delhi-Hyderabad,1665,20,Road,BlueDart,66600,23310,1406,91316,2.7422222222222223,25.526742301458672,121.65,25641.000000000004,93647.0,93647.0,33804.909999999996,33300,2.7422222222222223,2.812222222222222,2.812222222222222,1.0151624624624624
974,2024-12-13,Bangalore,Kolkata,Bangalore-Kolkata,702,13,Road,SpiceJetCargo,18252,6388,397,25037,2.74348016655709,25.514238926388945,121.65,7026.8,25675.8,25675.8,15304.39,9126,2.74348016655709,2.8134779750164363,2.8134779750164363,1.6770096427788734
1571,2024-12-13,Chennai,Delhi,Chennai-Delhi,889,8,Rail,IndianRail,10668,2667,545,13880,1.951631046119235,19.214697406340058,121.65,2933.7000000000003,14146.7,14146.7,10888.06,7112,1.951631046119235,1.9891310461192353,1.9891310461192353,1.5309420697412823
1219,2024-12-13,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1064,12,Air,SpiceJetCargo,51072,22982,2912,76966,6.028038847117794,29.859938154509784,121.65,25280.2,79264.2,76886.27399999999,30927.512199999997,12768,6.028038847117794,6.208035714285714,6.0217946428571425,2.4222675595238092
2674,2024-12-14,Mumbai,Hyderabad,Mumbai-Hyderabad,1731,26,Air,IndigoCargo,180024,81010,8697,269731,5.993223125805448,30.03362609414565,121.65,89111.0,277832.0,269497.04,86094.70199999999,45006,5.993223125805448,6.173221348264676,5.988024707816735,1.9129605385948538
232,2024-12-14,Pune,Ahmedabad,Pune-Ahmedabad,1641,26,Road,SpiceJetCargo,85332,29866,1796,116994,2.742089720151877,25.52780484469289,121.65,32852.600000000006,119980.6,119980.6,41742.79,42666,2.7420897201518772,2.812089251394553,2.812089251394553,0.9783619275301176
1402,2024-12-14,Ahmedabad,Kolkata,Ahmedabad-Kolkata,883,11,Rail,VRLLogistics,14569,3642,449,18660,1.921136621023371,19.517684887459808,121.65,4006.2000000000003,19024.2,19024.2,11371.24,9713,1.9211366210233707,1.9586327602182643,1.9586327602182643,1.170723772263976
2469,2024-12-14,Mumbai,Chennai,Mumbai-Chennai,1243,27,Air,DHL,134244,60409,7664,202317,6.028336461964781,29.858588255065072,121.65,66449.90000000001,208357.90000000002,202107.16300000003,67564.17890000001,33561,6.028336461964781,6.208334078245583,6.022084055898216,2.0131753791603355
2119,2024-12-14,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1064,12,Road,IndianRail,25536,8937,1559,36032,2.8220551378446115,24.80295293072824,121.65,9830.7,36925.7,36925.7,18939.339999999997,12768,2.8220551378446115,2.892050438596491,2.892050438596491,1.4833442982456138
3698,2024-12-14,Mumbai,Pune,Mumbai-Pune,1291,29,Road,SpiceJetCargo,74878,26207,3592,104677,2.795934720478645,25.03606331858957,121.65,28827.7,107297.7,107297.7,40082.509999999995,37439,2.795934720478645,2.8659339191751916,2.8659339191751916,1.070608456422447
3854,2024-12-14,Mumbai,Hyderabad,Mumbai-Hyderabad,1019,28,Road,VRLLogistics,57064,19972,3106,80142,2.808846207766718,24.92076564098725,121.65,21969.2,82139.2,82139.2,29887.35,28532,2.808846207766718,2.878844805832048,2.878844805832048,1.0475028038693397
426,2024-12-14,Ahmedabad,Delhi,Ahmedabad-Delhi,899,29,Air,VRLLogistics,104284,46927,3818,155029,5.946415557516014,30.269820485199546,121.65,51619.700000000004,159721.7,154930.049,54460.6947,26071,5.946415557516014,6.126412488972422,5.942620114303248,2.088937697058034
4437,2024-12-14,Ahmedabad,Bangalore,Ahmedabad-Bangalore,804,17,Road,IndianRail,27336,9567,1807,38710,2.832162715832601,24.714544045466287,121.65,10523.7,39666.7,39666.7,17142.8,13668,2.8321627158326015,2.902158326016974,2.902158326016974,1.254228855721393
3724,2024-12-15,Kolkata,Pune,Kolkata-Pune,587,16,Road,DHL,18784,6574,691,26049,2.77353066439523,25.237053245805978,121.65,7231.400000000001,26706.4,26706.4,13547.59,9392,2.77353066439523,2.843526405451448,2.843526405451448,1.442460604770017
4970,2024-12-15,Mumbai,Bangalore,Mumbai-Bangalore,472,26,Air,IndianRail,49088,22089,3664,74841,6.098516949152542,29.514570890287413,121.65,24297.9,77049.9,74738.40299999999,27581.7109,12272,6.098516949152542,6.278512059973924,6.090156698174706,2.247531852998696
3727,2024-12-15,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1745,18,Rail,DHL,47115,11778,963,59856,1.9056351480420248,19.67722534081796,121.65,12955.800000000001,61033.8,61033.8,23974.12,31410,1.9056351480420248,1.9431327602674309,1.9431327602674309,0.763263928685132
4226,2024-12-15,Chennai,Pune,Chennai-Pune,1842,5,Rail,IndigoCargo,13815,3453,743,18011,1.9555917480998917,19.17161734495586,121.65,3798.3,18356.3,18356.3,11090.789999999999,9210,1.9555917480998914,1.9930836047774159,1.9930836047774159,1.2042117263843648
477,2024-12-16,Kolkata,Hyderabad,Kolkata-Hyderabad,1547,15,Rail,IndianRail,34807,8701,2422,45930,1.979314802844215,18.944045286305247,121.88,9571.1,46800.1,46800.1,20880.85,23205,1.9793148028442147,2.01681103210515,2.01681103210515,0.8998427063132944
3891,2024-12-16,Bangalore,Pune,Bangalore-Pune,684,30,Road,SpiceJetCargo,41040,14363,1238,56641,2.760282651072125,25.357956250772407,121.88,15799.300000000001,58077.3,58077.3,26820.199999999997,20520,2.760282651072125,2.830277777777778,2.830277777777778,1.3070272904483429
549,2024-12-16,Bangalore,Delhi,Bangalore-Delhi,673,24,Rail,IndianRail,24228,6057,1302,31587,1.9556092124814264,19.175610219394056,121.88,6662.700000000001,32192.7,32192.7,15046.41,16152,1.9556092124814264,1.9931092124814265,1.9931092124814265,0.9315508915304607
1460,2024-12-16,Delhi,Pune,Delhi-Pune,2195,11,Air,IndianRail,96580,43461,3924,143965,5.962518119693518,30.1885875039072,121.88,47807.100000000006,148311.1,143861.767,49535.2501,24145,5.962518119693518,6.142518119693518,5.9582425761027125,2.051573828950093
1884,2024-12-16,Delhi,Kolkata,Delhi-Kolkata,2339,5,Road,BlueDart,23390,8186,1648,33224,2.8408721675929884,24.63881531423068,121.88,9004.6,34042.6,34042.6,15637.5,11695,2.8408721675929884,2.91086789226165,2.91086789226165,1.3371098760153912
4686,2024-12-16,Bangalore,Pune,Bangalore-Pune,1584,11,Air,IndianRail,69696,31363,2136,103195,5.922578053259872,30.39197635544358,121.88,34499.3,106331.3,103141.361,40339.4183,17424,5.922578053259872,6.1025769054178145,5.91949959825528,2.3151640438475662
1479,2024-12-17,Kolkata,Hyderabad,Kolkata-Hyderabad,1033,10,Air,IndianRail,41320,18594,2341,62255,6.026621490803485,29.86748052365272,121.88,20453.4,64114.4,62190.968,25498.110399999998,10330,6.026621490803485,6.206621490803485,6.020422846079381,2.4683553146176185
688,2024-12-17,Pune,Hyderabad,Pune-Hyderabad,1426,5,Road,SpiceJetCargo,14260,4991,1045,20296,2.84656381486676,24.59105242412298,121.88,5490.1,20795.1,20795.1,14304.0,7130,2.84656381486676,2.91656381486676,2.91656381486676,2.00617110799439
2179,2024-12-17,Delhi,Pune,Delhi-Pune,1530,24,Air,IndigoCargo,146880,66096,10417,223393,6.083687363834422,29.58731920874871,121.88,72705.6,230002.6,223102.522,73307.4766,36720,6.083687363834422,6.263687363834423,6.07577674291939,1.9963909749455335
3708,2024-12-17,Mumbai,Kolkata,Mumbai-Kolkata,1457,14,Rail,DHL,30597,7649,1527,39773,1.9498480243161092,19.231639554471627,121.88,8413.900000000001,40537.9,40537.9,20842.21,20398,1.9498480243161094,1.9873467987057556,1.9873467987057556,1.0217771350132365
4630,2024-12-17,Chennai,Hyderabad,Chennai-Hyderabad,2249,9,Rail,IndigoCargo,30361,7590,891,38842,1.9189763351613065,19.54070336233973,121.88,8349.0,39601.0,39601.0,17443.129999999997,20241,1.9189763351613063,1.9564744824860432,1.9564744824860432,0.8617721456449778
2197,2024-12-17,Kolkata,Hyderabad,Kolkata-Hyderabad,1380,16,Road,SpiceJetCargo,44160,15455,2886,62501,2.830661231884058,24.727604358330264,121.88,17000.5,64046.5,64046.5,26054.77,22080,2.830661231884058,2.9006567028985506,2.9006567028985506,1.180016757246377
3554,2024-12-17,Hyderabad,Bangalore,Hyderabad-Bangalore,386,16,Rail,IndianRail,9264,2316,648,12228,1.979922279792746,18.940137389597645,121.88,2547.6000000000004,12459.6,12459.6,10585.0,6176,1.979922279792746,2.017422279792746,2.017422279792746,1.713892487046632
3414,2024-12-18,Bangalore,Mumbai,Bangalore-Mumbai,1396,5,Air,VRLLogistics,27920,12564,1120,41604,5.960458452722063,30.199019325064896,121.88,13820.400000000001,42860.4,41574.588,19392.4364,6980,5.960458452722063,6.140458452722063,5.956244699140401,2.7782860171919768
2221,2024-12-18,Kolkata,Bangalore,Kolkata-Bangalore,1136,5,Rail,IndigoCargo,8520,2130,353,11003,1.937147887323944,19.35835681177861,121.88,2343.0,11216.0,11216.0,10926.9,5680,1.9371478873239436,1.9746478873239437,1.9746478873239437,1.9237499999999998
263,2024-12-18,Hyderabad,Chennai,Hyderabad-Chennai,1941,29,Rail,IndigoCargo,84433,21108,1854,107395,1.9079216187887509,19.654546301038224,121.88,23218.800000000003,109505.8,109505.8,39024.409999999996,56289,1.9079216187887509,1.9454209525839863,1.9454209525839863,0.6932866101725026
64,2024-12-18,Delhi,Bangalore,Delhi-Bangalore,644,29,Road,BlueDart,37352,13073,2062,52487,2.8103983722424504,24.907119858250613,121.88,14380.300000000001,53794.3,53794.3,22042.58,18676,2.8103983722424504,2.8803973013493254,2.8803973013493254,1.1802623688155922
1362,2024-12-19,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2463,18,Road,VRLLogistics,88668,31033,3298,122999,2.7743718139576847,25.230286425092885,121.88,34136.3,126102.3,126102.3,45692.32,44334,2.7743718139576847,2.844370009473542,2.844370009473542,1.03063833626562
573,2024-12-19,Bangalore,Kolkata,Bangalore-Kolkata,1599,26,Air,IndigoCargo,166296,74833,4391,245520,5.905614085726656,30.479390681003583,121.88,82316.3,253003.3,245413.20099999997,81225.61029999999,41574,5.905614085726656,6.085613604656756,5.903045196517053,1.9537598090152495
1102,2024-12-19,Bangalore,Hyderabad,Bangalore-Hyderabad,1728,21,Rail,VRLLogistics,54432,13608,2857,70897,1.953731261022928,19.19404206101809,121.88,14968.800000000001,72257.8,72257.8,27360.43,36288,1.9537312610229276,1.9912312610229277,1.9912312610229277,0.7539801036155203
1087,2024-12-19,Kolkata,Chennai,Kolkata-Chennai,1879,27,Air,IndianRail,202932,91319,12474,306725,6.045867581258746,29.77227157877578,121.88,100450.90000000001,315856.9,306381.193,98540.6979,50733,6.045867581258746,6.225866792817299,6.03909078903278,1.9423392643841286
496,2024-12-19,Delhi,Bangalore,Delhi-Bangalore,572,10,Air,BlueDart,22880,10296,1484,34660,6.059440559440559,29.705712637045583,121.88,11325.6,35689.6,34618.912,16289.9636,5720,6.059440559440559,6.239440559440559,6.0522573426573425,2.8478957342657343
78,2024-12-20,Ahmedabad,Pune,Ahmedabad-Pune,1976,27,Rail,SpiceJetCargo,80028,20007,5694,105729,1.9817251461988303,18.922906676503136,121.88,22007.7,107729.7,107729.7,38177.979999999996,53352,1.9817251461988303,2.0192251461988304,2.0192251461988304,0.7155866696656169
642,2024-12-20,Ahmedabad,Mumbai,Ahmedabad-Mumbai,753,9,Rail,VRLLogistics,10165,2541,259,12965,1.9130883871919728,19.59892016968762,121.88,2795.1000000000004,13219.1,13219.1,11698.07,6777,1.9130883871919728,1.9505828537701049,1.9505828537701049,1.7261428360631548
1982,2024-12-20,Mumbai,Chennai,Mumbai-Chennai,2339,15,Air,IndianRail,140340,63153,9485,212978,6.0703434516175,29.652358459559203,121.88,69468.3,219293.3,212714.501,70746.38029999999,35085,6.0703434516175,6.2503434516175,6.062833148068975,2.0164281117286587
4091,2024-12-20,Kolkata,Pune,Kolkata-Pune,1658,11,Road,IndianRail,36476,12766,2421,51663,2.832711920166685,24.710140719663976,121.88,14042.6,52939.6,52939.6,21417.55,18238,2.832711920166685,2.902708630332273,2.902708630332273,1.1743365500603136
3289,2024-12-20,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1598,17,Air,DHL,108664,48898,8120,165682,6.098873591989988,29.51316377156239,121.88,53787.8,170571.8,165454.64599999998,57368.73379999999,27166,6.098873591989988,6.278870647132445,6.090504527718471,2.1117843554443048
4699,2024-12-20,Delhi,Hyderabad,Delhi-Hyderabad,1381,5,Rail,SpiceJetCargo,10357,2589,343,13289,1.9245474293989864,19.482278576266086,121.88,2847.9,13547.9,13547.9,9775.18,6905,1.9245474293989862,1.962041998551774,1.962041998551774,1.4156669080376538
4850,2024-12-20,Bangalore,Delhi,Bangalore-Delhi,751,10,Rail,VRLLogistics,11265,2816,326,14407,1.918375499334221,19.54605400152704,121.88,3097.6000000000004,14688.6,14688.6,9795.18,7510,1.918375499334221,1.9558721704394142,1.9558721704394142,1.3042849533954728
187,2024-12-20,Bangalore,Chennai,Bangalore-Chennai,875,27,Air,IndigoCargo,94500,42525,4598,141623,5.994624338624338,30.02690240991929,121.88,46777.50000000001,145875.5,141499.235,54334.93049999999,23625,5.994624338624338,6.174624338624339,5.989385608465608,2.2998912380952374
228,2024-12-20,Hyderabad,Bangalore,Hyderabad-Bangalore,1473,29,Rail,DHL,64075,16018,3469,83562,1.956176697801812,19.169000263277567,121.88,17619.800000000003,85163.8,85163.8,32396.26,42717,1.956176697801812,1.9936746494369924,1.9936746494369924,0.7583926773883933
4871,2024-12-21,Kolkata,Bangalore,Kolkata-Bangalore,1081,24,Road,VRLLogistics,51888,18160,2263,72311,2.787195497995683,25.113744796780573,121.88,19976.0,74127.0,74127.0,29800.199999999997,25944,2.787195497995683,2.8571924144310823,2.8571924144310823,1.1486355226641998
3081,2024-12-21,Hyderabad,Bangalore,Hyderabad-Bangalore,534,16,Air,SpiceJetCargo,34176,15379,1237,50792,5.944756554307116,30.27839029768468,121.88,16916.9,52329.9,50760.003,22075.120899999998,8544,5.944756554307116,6.124754213483146,5.941011587078651,2.5836986072097377
4233,2024-12-21,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1487,15,Road,IndigoCargo,44610,15613,1901,62124,2.785205110961668,25.1319940763634,121.88,17174.300000000003,63685.3,63685.3,26837.93,22305,2.785205110961668,2.8552028693118134,2.8552028693118134,1.2032248374803856
1144,2024-12-21,Kolkata,Delhi,Kolkata-Delhi,1314,15,Rail,VRLLogistics,29565,7391,1834,38790,1.9680365296803648,19.053879865944836,121.88,8130.1,39529.1,39529.1,19694.67,19710,1.9680365296803652,2.005535261288686,2.005535261288686,0.9992222222222221
4757,2024-12-21,Chennai,Kolkata,Chennai-Kolkata,1750,27,Air,DHL,189000,85050,7856,281906,5.96626455026455,30.16963101175569,121.88,93555.00000000001,290411.0,281698.67,93947.351,47250,5.96626455026455,6.14626455026455,5.961876613756614,1.9883037248677247
3785,2024-12-21,Ahmedabad,Delhi,Ahmedabad-Delhi,2157,22,Rail,IndigoCargo,71181,17795,1883,90859,1.9146752644666412,19.585291495614083,121.88,19574.5,92638.5,92638.5,35773.229999999996,47454,1.9146752644666414,1.9521747376406626,1.9521747376406626,0.7538506764445567
490,2024-12-21,Pune,Bangalore,Pune-Bangalore,2366,9,Road,IndianRail,42588,14905,1775,59268,2.783319244857706,25.148478099480325,121.88,16395.5,60758.5,60758.5,25698.579999999998,21294,2.783319244857706,2.8533154879308724,2.8533154879308724,1.2068460599229829
413,2024-12-21,Chennai,Mumbai,Chennai-Mumbai,1534,10,Air,IndigoCargo,61360,27612,4588,93560,6.0990873533246415,29.512612227447622,121.88,30373.2,96321.2,93431.564,33249.3692,15340,6.0990873533246415,6.279087353324641,6.090714732724902,2.167494732724902
4188,2024-12-21,Mumbai,Kolkata,Mumbai-Kolkata,1745,8,Road,DHL,27920,9772,1072,38764,2.7767908309455587,25.208956764007844,121.88,10749.2,39741.2,39741.2,20603.199999999997,13960,2.7767908309455587,2.8467908309455585,2.8467908309455585,1.4758739255014324
3282,2024-12-21,Bangalore,Chennai,Bangalore-Chennai,501,19,Rail,IndigoCargo,14278,3569,429,18276,1.9199495745351405,19.52834318231561,121.88,3925.9,18632.9,18632.9,17475.03,9519,1.9199495745351403,1.9574430087194035,1.9574430087194035,1.835805231641979
2244,2024-12-22,Chennai,Hyderabad,Chennai-Hyderabad,2287,8,Rail,VRLLogistics,27444,6861,1187,35492,1.939877568867512,19.33111687140764,121.88,7547.1,36178.1,36178.1,16416.26,18296,1.939877568867512,1.977377568867512,1.977377568867512,0.8972595102754699
3748,2024-12-22,Delhi,Kolkata,Delhi-Kolkata,2194,5,Road,IndianRail,21940,7678,1215,30833,2.810665451230629,24.90189083125223,121.88,8445.800000000001,31600.800000000003,31600.800000000003,14904.96,10970,2.810665451230629,2.8806563354603467,2.8806563354603467,1.3587019143117594
2625,2024-12-22,Bangalore,Pune,Bangalore-Pune,827,14,Road,SpiceJetCargo,23156,8104,1098,32358,2.7947832095353258,25.044811174979912,121.88,8914.400000000001,33168.4,33168.4,19347.53,11578,2.7947832095353258,2.8647780272931422,2.8647780272931422,1.6710597685265156
4138,2024-12-22,Pune,Chennai,Pune-Chennai,1596,14,Air,DHL,89376,40219,4505,134100,6.001611170784103,29.99179716629381,121.88,44240.9,138121.9,133978.243,46538.692899999995,22344,6.001611170784103,6.181610275689223,5.996161967418546,2.0828272869674183
3380,2024-12-22,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1739,30,Road,DHL,104340,36519,6947,147806,2.833160820394863,24.707386709605835,121.88,40170.9,151457.9,151457.9,53298.99999999999,52170,2.833160820394863,2.903160820394863,2.903160820394863,1.021640789725896
4724,2024-12-22,Bangalore,Delhi,Bangalore-Delhi,2172,13,Air,BlueDart,112944,50824,8750,172518,6.1098597535061625,29.460114306912903,121.88,55906.4,177600.4,172272.38799999998,57070.31639999999,28236,6.1098597535061625,6.28985692024366,6.10116121263635,2.0211898427539308
1119,2024-12-22,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2443,15,Road,VRLLogistics,73290,25651,1736,100677,2.7473598035202618,25.478510484023165,121.88,28216.100000000002,103242.1,103242.1,38834.26,36645,2.7473598035202618,2.817358439077637,2.817358439077637,1.0597423932323646
2643,2024-12-22,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1151,20,Air,IndigoCargo,92080,41436,2450,135966,5.90642919200695,30.47526587529235,121.88,45579.600000000006,140109.6,135906.312,46601.4236,23020,5.90642919200695,6.086429192006951,5.903836316246742,2.0243885143353606
675,2024-12-22,Ahmedabad,Delhi,Ahmedabad-Delhi,1867,12,Rail,BlueDart,33606,8401,821,42828,1.911622924477772,19.615671990286728,121.88,9241.1,43668.1,43668.1,21082.109999999997,22404,1.9116229244777718,1.9491206927334404,1.9491206927334404,0.940997589716122
2151,2024-12-23,Chennai,Delhi,Chennai-Delhi,448,20,Rail,IndigoCargo,13440,3360,918,17718,1.9774553571428573,18.963765662038604,120.82,3696.0000000000005,18054.0,18054.0,12060.25,8960,1.9774553571428573,2.014955357142857,2.014955357142857,1.3460100446428571
4423,2024-12-23,Delhi,Kolkata,Delhi-Kolkata,2177,11,Air,IndigoCargo,95788,43104,3934,142826,5.964254395122563,30.17937910464481,120.82,47414.4,147136.4,142722.308,48241.412399999994,23947,5.964254395122563,6.14425188958951,5.959924332901824,2.014507554182152
332,2024-12-23,Chennai,Kolkata,Chennai-Kolkata,2096,27,Road,VRLLogistics,113184,39614,4589,157387,2.7810821317500705,25.16980436757801,120.82,43575.4,161348.4,161348.4,57842.27,56592,2.7810821317500705,2.8510814249363867,2.8510814249363867,1.022092698614645
2725,2024-12-23,Delhi,Mumbai,Delhi-Mumbai,694,24,Rail,BlueDart,24984,6246,825,32055,1.9245317002881843,19.48525970987365,120.82,6870.6,32679.6,32679.6,15010.27,16656,1.9245317002881845,1.9620317002881844,1.9620317002881844,0.9011929634966379
2010,2024-12-23,Chennai,Mumbai,Chennai-Mumbai,2238,28,Road,IndigoCargo,125328,43864,8618,177810,2.83751436231329,24.66902873854114,120.82,48250.4,182196.4,182196.4,59878.82,62664,2.83751436231329,2.9075130856632194,2.9075130856632194,0.955553746967956
1844,2024-12-23,Pune,Ahmedabad,Pune-Ahmedabad,1194,5,Air,DHL,23880,10746,998,35624,5.96716917922948,30.165057264765327,120.82,11820.6,36698.6,35597.642,16427.902599999998,5970,5.96716917922948,6.147169179229481,5.962754103852596,2.751742479061976
3547,2024-12-23,Ahmedabad,Delhi,Ahmedabad-Delhi,957,12,Air,SpiceJetCargo,45936,20671,2522,69129,6.019592476489028,29.90206714982135,120.82,22738.100000000002,71196.1,69060.217,28699.7451,11484,6.019592476489028,6.199590734935563,6.013603012887496,2.499107027168234
3426,2024-12-23,Bangalore,Delhi,Bangalore-Delhi,902,21,Road,DHL,37884,13259,1751,52894,2.7924189631506704,25.067115362801072,120.82,14584.900000000001,54219.9,54219.9,21654.57,18942,2.7924189631506704,2.8624168514412416,2.8624168514412416,1.1432039911308203
2143,2024-12-23,Ahmedabad,Bangalore,Ahmedabad-Bangalore,2433,27,Rail,DHL,98536,24634,3829,126999,1.9332785313056584,19.397003126008865,120.82,27097.4,129462.4,129462.4,44081.509999999995,65691,1.9332785313056584,1.97077834102084,1.97077834102084,0.6710433697157905
2348,2024-12-23,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1868,7,Road,VRLLogistics,26152,9153,1969,37274,2.850565922300398,24.555990771046844,120.82,10068.300000000001,38189.3,38189.3,19318.42,13076,2.850565922300398,2.9205643927806673,2.9205643927806673,1.4773952278984397
1331,2024-12-23,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1815,6,Rail,IndigoCargo,16335,4083,767,21185,1.9453627180899908,19.27307056879868,120.82,4491.3,21593.3,21593.3,12307.52,10890,1.9453627180899908,1.9828558310376492,1.9828558310376492,1.1301671258034895
